it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	
60000	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	0.18770774191064707	1.3488468507113613	1.3488468507113613	0.23473278555317892	0.23473278555317892	0.23473278555317892	0.23473278555317892	0.23473278555317892	0.23473278555317892	0.23473278555317892	0.23473278555317892	0.23473278555317892	0.23473278555317892	0.23473278555317892	0.23473278555317892	0.23473278555317892	0.23473278555317892	0.043014519035234879	0.043014519035234879	0.043014519035234879	0.043014519035234879	0.043014519035234879	0.043014519035234879	0.043014519035234879	0.043014519035234879	0.043014519035234879	0.043014519035234879	0.043014519035234879	0.043014519035234879	0.043014519035234879	0.043014519035234879	0.043014519035234879	0.043014519035234879	0.043014519035234879	-1.1611391088007144	-1.1611391088007144	-0.04702504364253185	-0.04702504364253185	-0.04702504364253185	-0.04702504364253185	-0.04702504364253185	-0.04702504364253185	-0.04702504364253185	-0.04702504364253185	-0.04702504364253185	-0.04702504364253185	-0.04702504364253185	-0.04702504364253185	-0.04702504364253185	-0.04702504364253185	0.1446932228754122	0.1446932228754122	0.1446932228754122	0.1446932228754122	0.1446932228754122	0.1446932228754122	0.1446932228754122	0.1446932228754122	0.1446932228754122	0.1446932228754122	0.1446932228754122	0.1446932228754122	0.1446932228754122	0.1446932228754122	0.1446932228754122	0.1446932228754122	0.1446932228754122
61000	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.16592551238114389	0.15901491185599165	0.15901491185599165	0.15901491185599165	0.15901491185599165	0.15901491185599165	0.15901491185599165	0.15901491185599165	0.15901491185599165	0.15901491185599165	0.15901491185599165	1.6631609831409562	1.6631609831409562	0.23847312019361985	0.23847312019361985	0.23847312019361985	0.23847312019361985	0.23847312019361985	0.23847312019361985	0.23847312019361985	0.23847312019361985	0.23847312019361985	0.23847312019361985	0.23847312019361985	0.23847312019361985	0.23847312019361985	0.23847312019361985	0.063953502951612576	0.063953502951612576	0.063953502951612576	0.063953502951612576	0.063953502951612576	0.063953502951612576	0.063953502951612576	0.063953502951612576	0.063953502951612576	0.063953502951612576	0.063953502951612576	0.063953502951612576	0.063953502951612576	0.063953502951612576	0.063953502951612576	0.063953502951612576	0.063953502951612576	-1.4972354707598123	-1.4972354707598123	-0.072547607812475962	-0.072547607812475962	-0.072547607812475962	-0.072547607812475962	-0.072547607812475962	-0.072547607812475962	-0.072547607812475962	-0.072547607812475962	-0.072547607812475962	-0.072547607812475962	-0.072547607812475962	-0.072547607812475962	-0.072547607812475962	-0.072547607812475962	0.10197200942953132	0.10197200942953132	0.10197200942953132	0.10197200942953132	0.10197200942953132	0.10197200942953132	0.10197200942953132	0.095061408904379072	0.095061408904379072	0.095061408904379072	0.095061408904379072	0.095061408904379072	0.095061408904379072	0.095061408904379072	0.095061408904379072	0.095061408904379072	0.095061408904379072
62000	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.14055097692092816	0.17073858653467944	0.17073858653467944	0.17073858653467944	0.17073858653467944	0.17073858653467944	0.17073858653467944	0.17073858653467944	0.17073858653467944	0.17073858653467944	0.17073858653467944	0.17073858653467944	0.17073858653467944	0.17073858653467944	0.17073858653467944	0.5511979732907758	1.0855374018466613	1.0855374018466613	0.18241413232403464	0.18241413232403464	0.18241413232403464	0.18241413232403464	0.18241413232403464	0.18241413232403464	0.18241413232403464	0.18241413232403464	0.18241413232403464	0.18241413232403464	0.18241413232403464	0.18241413232403464	0.18241413232403464	0.18241413232403464	0.043232914778281423	0.043232914778281423	0.043232914778281423	0.043232914778281423	0.043232914778281423	0.043232914778281423	0.043232914778281423	0.043232914778281423	0.043232914778281423	0.043232914778281423	0.043232914778281423	0.043232914778281423	0.043232914778281423	0.043232914778281423	0.043232914778281423	0.043232914778281423	0.043232914778281423	-0.94498642492573315	-0.94498642492573315	-0.041863155403106478	-0.041863155403106478	-0.041863155403106478	-0.041863155403106478	-0.041863155403106478	-0.041863155403106478	-0.041863155403106478	-0.041863155403106478	-0.041863155403106478	-0.041863155403106478	-0.041863155403106478	-0.041863155403106478	-0.041863155403106478	-0.041863155403106478	0.097318062142646738	0.097318062142646738	0.12750567175639801	0.12750567175639801	0.12750567175639801	0.12750567175639801	0.12750567175639801	0.12750567175639801	0.12750567175639801	0.12750567175639801	0.12750567175639801	0.12750567175639801	0.12750567175639801	0.12750567175639801	0.12750567175639801	0.12750567175639801	0.50796505851249441
63000	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.15424501236508043	0.69321755474098512	0.69321755474098512	0.22706368340431532	0.22706368340431532	0.22706368340431532	0.22706368340431532	0.22706368340431532	0.22706368340431532	0.22706368340431532	0.22706368340431532	0.22706368340431532	0.22706368340431532	0.22706368340431532	0.22706368340431532	0.22706368340431532	0.22706368340431532	0.042689485540787803	0.042689485540787803	0.042689485540787803	0.042689485540787803	0.042689485540787803	0.042689485540787803	0.042689485540787803	0.042689485540787803	0.042689485540787803	0.042689485540787803	0.042689485540787803	0.042689485540787803	0.042689485540787803	0.042689485540787803	0.042689485540787803	0.042689485540787803	0.042689485540787803	-0.53897254237590464	-0.53897254237590464	-0.072818671039234895	-0.072818671039234895	-0.072818671039234895	-0.072818671039234895	-0.072818671039234895	-0.072818671039234895	-0.072818671039234895	-0.072818671039234895	-0.072818671039234895	-0.072818671039234895	-0.072818671039234895	-0.072818671039234895	-0.072818671039234895	-0.072818671039234895	0.11155552682429262	0.11155552682429262	0.11155552682429262	0.11155552682429262	0.11155552682429262	0.11155552682429262	0.11155552682429262	0.11155552682429262	0.11155552682429262	0.11155552682429262	0.11155552682429262	0.11155552682429262	0.11155552682429262	0.11155552682429262	0.11155552682429262	0.11155552682429262	0.11155552682429262
64000	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.1542688467620959	0.68476211939913156	0.68476211939913156	0.68476211939913156	0.19872309333479379	0.19872309333479379	0.19872309333479379	0.19872309333479379	0.19872309333479379	0.19872309333479379	0.19872309333479379	0.19872309333479379	0.19872309333479379	0.19872309333479379	0.19872309333479379	0.19872309333479379	0.19872309333479379	0.049157191718579435	0.049157191718579435	0.049157191718579435	0.049157191718579435	0.049157191718579435	0.049157191718579435	0.049157191718579435	0.049157191718579435	0.049157191718579435	0.049157191718579435	0.049157191718579435	0.049157191718579435	0.049157191718579435	0.049157191718579435	0.049157191718579435	0.049157191718579435	0.049157191718579435	-0.53049327263703572	-0.53049327263703572	-0.53049327263703572	-0.044454246572697892	-0.044454246572697892	-0.044454246572697892	-0.044454246572697892	-0.044454246572697892	-0.044454246572697892	-0.044454246572697892	-0.044454246572697892	-0.044454246572697892	-0.044454246572697892	-0.044454246572697892	-0.044454246572697892	-0.044454246572697892	0.10511165504351647	0.10511165504351647	0.10511165504351647	0.10511165504351647	0.10511165504351647	0.10511165504351647	0.10511165504351647	0.10511165504351647	0.10511165504351647	0.10511165504351647	0.10511165504351647	0.10511165504351647	0.10511165504351647	0.10511165504351647	0.10511165504351647	0.10511165504351647	0.10511165504351647
65000	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	0.16933917145115646	1.8320714364030635	1.8320714364030635	0.22141715417885174	0.22141715417885174	0.22141715417885174	0.22141715417885174	0.22141715417885174	0.22141715417885174	0.22141715417885174	0.22141715417885174	0.22141715417885174	0.22141715417885174	0.22141715417885174	0.22141715417885174	0.22141715417885174	0.22141715417885174	0.063628207511906704	0.063628207511906704	0.063628207511906704	0.063628207511906704	0.063628207511906704	0.063628207511906704	0.063628207511906704	0.063628207511906704	0.063628207511906704	0.063628207511906704	0.063628207511906704	0.063628207511906704	0.063628207511906704	0.063628207511906704	0.063628207511906704	0.063628207511906704	0.063628207511906704	-1.662732264951907	-1.662732264951907	-0.052077982727695288	-0.052077982727695288	-0.052077982727695288	-0.052077982727695288	-0.052077982727695288	-0.052077982727695288	-0.052077982727695288	-0.052077982727695288	-0.052077982727695288	-0.052077982727695288	-0.052077982727695288	-0.052077982727695288	-0.052077982727695288	-0.052077982727695288	0.10571096393924975	0.10571096393924975	0.10571096393924975	0.10571096393924975	0.10571096393924975	0.10571096393924975	0.10571096393924975	0.10571096393924975	0.10571096393924975	0.10571096393924975	0.10571096393924975	0.10571096393924975	0.10571096393924975	0.10571096393924975	0.10571096393924975	0.10571096393924975	0.10571096393924975
66000	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.18527161917002605	0.82776630091734038	0.82776630091734038	0.21020495474210371	0.21020495474210371	0.21020495474210371	0.21020495474210371	0.21020495474210371	0.21020495474210371	0.21020495474210371	0.21020495474210371	0.21020495474210371	0.21020495474210371	0.21020495474210371	0.21020495474210371	0.21020495474210371	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	0.069080644538764363	-0.64249468174731428	-0.64249468174731428	-0.024933335572077664	-0.024933335572077664	-0.024933335572077664	-0.024933335572077664	-0.024933335572077664	-0.024933335572077664	-0.024933335572077664	-0.024933335572077664	-0.024933335572077664	-0.024933335572077664	-0.024933335572077664	-0.024933335572077664	-0.024933335572077664	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168	0.11619097463126168
67000	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	0.15225314564478212	1.0959699766038322	1.0959699766038322	0.16876784968901518	0.16876784968901518	0.16876784968901518	0.16876784968901518	0.16876784968901518	0.16876784968901518	0.16876784968901518	0.16876784968901518	0.16876784968901518	0.16876784968901518	0.16876784968901518	0.16876784968901518	0.16876784968901518	0.16876784968901518	0.036191024643045924	0.036191024643045924	0.036191024643045924	0.036191024643045924	0.036191024643045924	0.036191024643045924	0.036191024643045924	0.036191024643045924	0.036191024643045924	0.036191024643045924	0.036191024643045924	0.036191024643045924	0.036191024643045924	0.036191024643045924	0.036191024643045924	0.036191024643045924	0.036191024643045924	-0.94371683095905012	-0.94371683095905012	-0.016514704044233053	-0.016514704044233053	-0.016514704044233053	-0.016514704044233053	-0.016514704044233053	-0.016514704044233053	-0.016514704044233053	-0.016514704044233053	-0.016514704044233053	-0.016514704044233053	-0.016514704044233053	-0.016514704044233053	-0.016514704044233053	-0.016514704044233053	0.1160621210017362	0.1160621210017362	0.1160621210017362	0.1160621210017362	0.1160621210017362	0.1160621210017362	0.1160621210017362	0.1160621210017362	0.1160621210017362	0.1160621210017362	0.1160621210017362	0.1160621210017362	0.1160621210017362	0.1160621210017362	0.1160621210017362	0.1160621210017362	0.1160621210017362
68000	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	0.15705565634157806	1.1118973666260852	1.1118973666260852	0.17532311083192031	0.17532311083192031	0.17532311083192031	0.17532311083192031	0.17532311083192031	0.17532311083192031	0.17532311083192031	0.17532311083192031	0.17532311083192031	0.17532311083192031	0.17532311083192031	0.17532311083192031	0.17532311083192031	0.17532311083192031	0.053088880712842554	0.053088880712842554	0.053088880712842554	0.053088880712842554	0.053088880712842554	0.053088880712842554	0.053088880712842554	0.053088880712842554	0.053088880712842554	0.053088880712842554	0.053088880712842554	0.053088880712842554	0.053088880712842554	0.053088880712842554	0.053088880712842554	0.053088880712842554	0.053088880712842554	-0.95484171028450715	-0.95484171028450715	-0.018267454490342255	-0.018267454490342255	-0.018267454490342255	-0.018267454490342255	-0.018267454490342255	-0.018267454490342255	-0.018267454490342255	-0.018267454490342255	-0.018267454490342255	-0.018267454490342255	-0.018267454490342255	-0.018267454490342255	-0.018267454490342255	-0.018267454490342255	0.10396677562873551	0.10396677562873551	0.10396677562873551	0.10396677562873551	0.10396677562873551	0.10396677562873551	0.10396677562873551	0.10396677562873551	0.10396677562873551	0.10396677562873551	0.10396677562873551	0.10396677562873551	0.10396677562873551	0.10396677562873551	0.10396677562873551	0.10396677562873551	0.10396677562873551
69000	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	0.15730533256126156	1.5882319189795966	1.5882319189795966	0.20848765012261769	0.20848765012261769	0.20848765012261769	0.20848765012261769	0.20848765012261769	0.20848765012261769	0.20848765012261769	0.20848765012261769	0.20848765012261769	0.20848765012261769	0.20848765012261769	0.20848765012261769	0.20848765012261769	0.20848765012261769	0.056556486110791129	0.056556486110791129	0.056556486110791129	0.056556486110791129	0.056556486110791129	0.056556486110791129	0.056556486110791129	0.056556486110791129	0.056556486110791129	0.056556486110791129	0.056556486110791129	0.056556486110791129	0.056556486110791129	0.056556486110791129	0.056556486110791129	0.056556486110791129	0.056556486110791129	-1.4309265864183351	-1.4309265864183351	-0.051182317561356133	-0.051182317561356133	-0.051182317561356133	-0.051182317561356133	-0.051182317561356133	-0.051182317561356133	-0.051182317561356133	-0.051182317561356133	-0.051182317561356133	-0.051182317561356133	-0.051182317561356133	-0.051182317561356133	-0.051182317561356133	-0.051182317561356133	0.10074884645047043	0.10074884645047043	0.10074884645047043	0.10074884645047043	0.10074884645047043	0.10074884645047043	0.10074884645047043	0.10074884645047043	0.10074884645047043	0.10074884645047043	0.10074884645047043	0.10074884645047043	0.10074884645047043	0.10074884645047043	0.10074884645047043	0.10074884645047043	0.10074884645047043
70000	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	0.16298511479536773	1.6720115011500516	1.6720115011500516	0.19105589160368838	0.19105589160368838	0.19105589160368838	0.19105589160368838	0.19105589160368838	0.19105589160368838	0.19105589160368838	0.19105589160368838	0.19105589160368838	0.19105589160368838	0.19105589160368838	0.19105589160368838	0.19105589160368838	0.19105589160368838	0.068153430248032373	0.068153430248032373	0.068153430248032373	0.068153430248032373	0.068153430248032373	0.068153430248032373	0.068153430248032373	0.068153430248032373	0.068153430248032373	0.068153430248032373	0.068153430248032373	0.068153430248032373	0.068153430248032373	0.068153430248032373	0.068153430248032373	0.068153430248032373	0.068153430248032373	-1.5090263863546838	-1.5090263863546838	-0.028070776808320652	-0.028070776808320652	-0.028070776808320652	-0.028070776808320652	-0.028070776808320652	-0.028070776808320652	-0.028070776808320652	-0.028070776808320652	-0.028070776808320652	-0.028070776808320652	-0.028070776808320652	-0.028070776808320652	-0.028070776808320652	-0.028070776808320652	0.094831684547335357	0.094831684547335357	0.094831684547335357	0.094831684547335357	0.094831684547335357	0.094831684547335357	0.094831684547335357	0.094831684547335357	0.094831684547335357	0.094831684547335357	0.094831684547335357	0.094831684547335357	0.094831684547335357	0.094831684547335357	0.094831684547335357	0.094831684547335357	0.094831684547335357
71000	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	0.20677584894442907	1.7459870053967501	1.7459870053967501	0.19908564585138358	0.19908564585138358	0.19908564585138358	0.19908564585138358	0.19908564585138358	0.19908564585138358	0.19908564585138358	0.19908564585138358	0.19908564585138358	0.19908564585138358	0.19908564585138358	0.19908564585138358	0.19908564585138358	0.19908564585138358	0.043761302044010908	0.043761302044010908	0.043761302044010908	0.043761302044010908	0.043761302044010908	0.043761302044010908	0.043761302044010908	0.043761302044010908	0.043761302044010908	0.043761302044010908	0.043761302044010908	0.043761302044010908	0.043761302044010908	0.043761302044010908	0.043761302044010908	0.043761302044010908	0.043761302044010908	-1.539211156452321	-1.539211156452321	0.0076902030930454945	0.0076902030930454945	0.0076902030930454945	0.0076902030930454945	0.0076902030930454945	0.0076902030930454945	0.0076902030930454945	0.0076902030930454945	0.0076902030930454945	0.0076902030930454945	0.0076902030930454945	0.0076902030930454945	0.0076902030930454945	0.0076902030930454945	0.16301454690041817	0.16301454690041817	0.16301454690041817	0.16301454690041817	0.16301454690041817	0.16301454690041817	0.16301454690041817	0.16301454690041817	0.16301454690041817	0.16301454690041817	0.16301454690041817	0.16301454690041817	0.16301454690041817	0.16301454690041817	0.16301454690041817	0.16301454690041817	0.16301454690041817
72000	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	0.18854567120149332	1.2950031526999983	1.2950031526999983	0.19719966211914439	0.19719966211914439	0.19719966211914439	0.19719966211914439	0.19719966211914439	0.19719966211914439	0.19719966211914439	0.19719966211914439	0.19719966211914439	0.19719966211914439	0.19719966211914439	0.19719966211914439	0.19719966211914439	0.19719966211914439	0.07265564898887536	0.07265564898887536	0.07265564898887536	0.07265564898887536	0.07265564898887536	0.07265564898887536	0.07265564898887536	0.07265564898887536	0.07265564898887536	0.07265564898887536	0.07265564898887536	0.07265564898887536	0.07265564898887536	0.07265564898887536	0.07265564898887536	0.07265564898887536	0.07265564898887536	-1.1064574814985051	-1.1064574814985051	-0.0086539909176510665	-0.0086539909176510665	-0.0086539909176510665	-0.0086539909176510665	-0.0086539909176510665	-0.0086539909176510665	-0.0086539909176510665	-0.0086539909176510665	-0.0086539909176510665	-0.0086539909176510665	-0.0086539909176510665	-0.0086539909176510665	-0.0086539909176510665	-0.0086539909176510665	0.11589002221261796	0.11589002221261796	0.11589002221261796	0.11589002221261796	0.11589002221261796	0.11589002221261796	0.11589002221261796	0.11589002221261796	0.11589002221261796	0.11589002221261796	0.11589002221261796	0.11589002221261796	0.11589002221261796	0.11589002221261796	0.11589002221261796	0.11589002221261796	0.11589002221261796
73000	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	0.17712469840796552	1.3148798992877393	1.3148798992877393	0.22427202567158017	0.22427202567158017	0.22427202567158017	0.22427202567158017	0.22427202567158017	0.22427202567158017	0.22427202567158017	0.22427202567158017	0.22427202567158017	0.22427202567158017	0.22427202567158017	0.22427202567158017	0.22427202567158017	0.22427202567158017	0.033232550523318645	0.033232550523318645	0.033232550523318645	0.033232550523318645	0.033232550523318645	0.033232550523318645	0.033232550523318645	0.033232550523318645	0.033232550523318645	0.033232550523318645	0.033232550523318645	0.033232550523318645	0.033232550523318645	0.033232550523318645	0.033232550523318645	0.033232550523318645	0.033232550523318645	-1.1377552008797738	-1.1377552008797738	-0.047147327263614647	-0.047147327263614647	-0.047147327263614647	-0.047147327263614647	-0.047147327263614647	-0.047147327263614647	-0.047147327263614647	-0.047147327263614647	-0.047147327263614647	-0.047147327263614647	-0.047147327263614647	-0.047147327263614647	-0.047147327263614647	-0.047147327263614647	0.14389214788464688	0.14389214788464688	0.14389214788464688	0.14389214788464688	0.14389214788464688	0.14389214788464688	0.14389214788464688	0.14389214788464688	0.14389214788464688	0.14389214788464688	0.14389214788464688	0.14389214788464688	0.14389214788464688	0.14389214788464688	0.14389214788464688	0.14389214788464688	0.14389214788464688
