it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	
186000	0.17265149172485358	0.17265149172485358	0.17265149172485358	0.17265149172485358	0.17265149172485358	0.17265149172485358	0.17265149172485358	0.17265149172485358	0.17265149172485358	0.17265149172485358	0.17265149172485358	0.17265149172485358	0.17265149172485358	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	0.16858476780060483	1.0082192475286924	1.0082192475286924	0.13943302645733122	0.13943302645733122	0.13943302645733122	0.13943302645733122	0.13943302645733122	0.13943302645733122	0.13943302645733122	0.13943302645733122	0.25333746583572658	0.25333746583572658	0.25333746583572658	0.25333746583572658	0.25333746583572658	0.25333746583572658	0.066894675527855343	0.066894675527855343	0.066894675527855343	0.066894675527855343	0.066894675527855343	0.066894675527855343	0.066894675527855343	0.066894675527855343	0.066894675527855343	0.066894675527855343	0.066894675527855343	0.066894675527855343	0.066894675527855343	0.066894675527855343	0.066894675527855343	0.066894675527855343	0.066894675527855343	-0.8355677558038388	-0.8355677558038388	0.033218465267522368	0.033218465267522368	0.033218465267522368	0.033218465267522368	0.033218465267522368	0.033218465267522368	0.033218465267522368	0.033218465267522368	-0.080685974110872999	-0.080685974110872999	-0.080685974110872999	-0.084752698035121754	-0.084752698035121754	-0.084752698035121754	0.10169009227274949	0.10169009227274949	0.10169009227274949	0.10169009227274949	0.10169009227274949	0.10169009227274949	0.10169009227274949	0.10169009227274949	0.10169009227274949	0.10169009227274949	0.10169009227274949	0.10169009227274949	0.10169009227274949	0.10169009227274949	0.10169009227274949	0.10169009227274949	0.10169009227274949
187000	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	0.16969054195122205	1.5086255528596322	1.5086255528596322	0.25009732826458941	0.25009732826458941	0.25009732826458941	0.25009732826458941	0.25009732826458941	0.25009732826458941	0.25009732826458941	0.25009732826458941	0.25009732826458941	0.25009732826458941	0.25009732826458941	0.25009732826458941	0.25009732826458941	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	0.083572731078601747	-1.3389350109084102	-1.3389350109084102	-0.080406786313367368	-0.080406786313367368	-0.080406786313367368	-0.080406786313367368	-0.080406786313367368	-0.080406786313367368	-0.080406786313367368	-0.080406786313367368	-0.080406786313367368	-0.080406786313367368	-0.080406786313367368	-0.080406786313367368	-0.080406786313367368	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298	0.086117810872620298
188000	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	0.16789936987280651	1.2115799863127013	1.2115799863127013	0.18809875365857415	0.18809875365857415	0.18809875365857415	0.18809875365857415	0.18809875365857415	0.18809875365857415	0.18809875365857415	0.18809875365857415	0.18809875365857415	0.18809875365857415	0.18809875365857415	0.18809875365857415	0.18809875365857415	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	0.068364062487760266	-1.0436806164398948	-1.0436806164398948	-0.020199383785767633	-0.020199383785767633	-0.020199383785767633	-0.020199383785767633	-0.020199383785767633	-0.020199383785767633	-0.020199383785767633	-0.020199383785767633	-0.020199383785767633	-0.020199383785767633	-0.020199383785767633	-0.020199383785767633	-0.020199383785767633	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248	0.099535307385046248
189000	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	0.16875438740185755	1.1524228466969577	1.1524228466969577	0.16712153130830584	0.16712153130830584	0.17071895841301171	0.17071895841301171	0.17071895841301171	0.17071895841301171	0.17071895841301171	0.17071895841301171	0.17071895841301171	0.17071895841301171	0.17071895841301171	0.17071895841301171	0.17071895841301171	0.17071895841301171	0.046085661276454096	0.046085661276454096	0.046085661276454096	0.046085661276454096	0.046085661276454096	0.046085661276454096	0.046085661276454096	0.046085661276454096	0.046085661276454096	0.046085661276454096	0.046085661276454096	0.046085661276454096	0.046085661276454096	0.046085661276454096	0.046085661276454096	0.046085661276454096	0.046085661276454096	-0.98366845929510016	-0.98366845929510016	0.00163285609355171	0.00163285609355171	-0.0019645710111541592	-0.0019645710111541592	-0.0019645710111541592	-0.0019645710111541592	-0.0019645710111541592	-0.0019645710111541592	-0.0019645710111541592	-0.0019645710111541592	-0.0019645710111541592	-0.0019645710111541592	-0.0019645710111541592	-0.0019645710111541592	0.12266872612540346	0.12266872612540346	0.12266872612540346	0.12266872612540346	0.12266872612540346	0.12266872612540346	0.12266872612540346	0.12266872612540346	0.12266872612540346	0.12266872612540346	0.12266872612540346	0.12266872612540346	0.12266872612540346	0.12266872612540346	0.12266872612540346	0.12266872612540346	0.12266872612540346
190000	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	0.1664850421181325	1.5575167585020224	1.5575167585020224	0.19361916101051321	0.19051471219932894	0.19051471219932894	0.19051471219932894	0.19051471219932894	0.19051471219932894	0.19051471219932894	0.19051471219932894	0.19051471219932894	0.19051471219932894	0.19051471219932894	0.19051471219932894	0.19051471219932894	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	0.055819275478324645	-1.3910317163838899	-1.3910317163838899	-0.02713411889238071	-0.024029670081196441	-0.024029670081196441	-0.024029670081196441	-0.024029670081196441	-0.024029670081196441	-0.024029670081196441	-0.024029670081196441	-0.024029670081196441	-0.024029670081196441	-0.024029670081196441	-0.024029670081196441	-0.024029670081196441	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786	0.11066576663980786
191000	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	0.16188330323226316	1.4582894014881558	1.4582894014881558	0.11848317329584662	0.17369800381134315	0.17369800381134315	0.17369800381134315	0.17369800381134315	0.17369800381134315	0.17369800381134315	0.17369800381134315	0.17369800381134315	0.17369800381134315	0.17369800381134315	0.17369800381134315	0.17369800381134315	0.17369800381134315	0.080533358058447232	0.080533358058447232	0.080533358058447232	0.080533358058447232	0.080533358058447232	0.080533358058447232	0.080533358058447232	0.080533358058447232	0.080533358058447232	0.080533358058447232	0.080533358058447232	0.080533358058447232	0.080533358058447232	0.080533358058447232	0.080533358058447232	0.080533358058447232	0.080533358058447232	-1.2964060982558927	-1.2964060982558927	0.043400129936416537	-0.01181470057907999	-0.01181470057907999	-0.01181470057907999	-0.01181470057907999	-0.01181470057907999	-0.01181470057907999	-0.01181470057907999	-0.01181470057907999	-0.01181470057907999	-0.01181470057907999	-0.01181470057907999	-0.01181470057907999	-0.01181470057907999	0.081349945173815927	0.081349945173815927	0.081349945173815927	0.081349945173815927	0.081349945173815927	0.081349945173815927	0.081349945173815927	0.081349945173815927	0.081349945173815927	0.081349945173815927	0.081349945173815927	0.081349945173815927	0.081349945173815927	0.081349945173815927	0.081349945173815927	0.081349945173815927	0.081349945173815927
192000	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	0.19446454131090196	1.2614967452755146	1.2614967452755146	0.15169888186863484	0.22442960351726299	0.22442960351726299	0.22442960351726299	0.22442960351726299	0.22442960351726299	0.22442960351726299	0.22442960351726299	0.22442960351726299	0.22442960351726299	0.22442960351726299	0.22442960351726299	0.22442960351726299	0.22442960351726299	0.055146589164604465	0.055146589164604465	0.055146589164604465	0.055146589164604465	0.055146589164604465	0.055146589164604465	0.055146589164604465	0.055146589164604465	0.055146589164604465	0.055146589164604465	0.055146589164604465	0.055146589164604465	0.055146589164604465	0.055146589164604465	0.055146589164604465	0.055146589164604465	0.055146589164604465	-1.0670322039646125	-1.0670322039646125	0.042765659442267123	-0.029965062206361026	-0.029965062206361026	-0.029965062206361026	-0.029965062206361026	-0.029965062206361026	-0.029965062206361026	-0.029965062206361026	-0.029965062206361026	-0.029965062206361026	-0.029965062206361026	-0.029965062206361026	-0.029965062206361026	-0.029965062206361026	0.1393179521462975	0.1393179521462975	0.1393179521462975	0.1393179521462975	0.1393179521462975	0.1393179521462975	0.1393179521462975	0.1393179521462975	0.1393179521462975	0.1393179521462975	0.1393179521462975	0.1393179521462975	0.1393179521462975	0.1393179521462975	0.1393179521462975	0.1393179521462975	0.1393179521462975
193000	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.16510053181916409	0.27524907658954573	0.27524907658954573	1.6215371194185626	1.6215371194185626	0.068610046610411479	0.18899637560716268	0.18899637560716268	0.18899637560716268	0.18899637560716268	0.18899637560716268	0.18899637560716268	0.18899637560716268	0.18899637560716268	0.18899637560716268	0.18899637560716268	0.18899637560716268	0.18899637560716268	0.18899637560716268	0.050230381206588508	0.050230381206588508	0.050230381206588508	0.050230381206588508	0.050230381206588508	0.050230381206588508	0.050230381206588508	0.050230381206588508	0.050230381206588508	0.050230381206588508	0.050230381206588508	0.050230381206588508	0.050230381206588508	0.050230381206588508	0.050230381206588508	0.050230381206588508	0.050230381206588508	-1.4564365875993985	-1.4564365875993985	0.096490485208752613	-0.023895843787998583	-0.023895843787998583	-0.023895843787998583	-0.023895843787998583	-0.023895843787998583	-0.023895843787998583	-0.023895843787998583	-0.023895843787998583	-0.023895843787998583	-0.023895843787998583	-0.023895843787998583	-0.023895843787998583	-0.023895843787998583	0.11487015061257558	0.11487015061257558	0.11487015061257558	0.11487015061257558	0.11487015061257558	0.11487015061257558	0.11487015061257558	0.11487015061257558	0.11487015061257558	0.11487015061257558	0.11487015061257558	0.11487015061257558	0.11487015061257558	0.11487015061257558	0.11487015061257558	0.22501869538295721	0.22501869538295721
194000	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	0.16380158707170553	1.2818613458464665	1.2818613458464665	0.17591636856231854	0.17591636856231854	0.17591636856231854	0.17591636856231854	0.17591636856231854	0.17591636856231854	0.17591636856231854	0.17591636856231854	0.17591636856231854	0.17591636856231854	0.17591636856231854	0.17591636856231854	0.17591636856231854	0.17591636856231854	0.064402589191786042	0.064402589191786042	0.064402589191786042	0.064402589191786042	0.064402589191786042	0.064402589191786042	0.064402589191786042	0.064402589191786042	0.064402589191786042	0.064402589191786042	0.064402589191786042	0.064402589191786042	0.064402589191786042	0.064402589191786042	0.064402589191786042	0.064402589191786042	0.064402589191786042	-1.1180597587747609	-1.1180597587747609	-0.012114781490613014	-0.012114781490613014	-0.012114781490613014	-0.012114781490613014	-0.012114781490613014	-0.012114781490613014	-0.012114781490613014	-0.012114781490613014	-0.012114781490613014	-0.012114781490613014	-0.012114781490613014	-0.012114781490613014	-0.012114781490613014	-0.012114781490613014	0.099398997879919487	0.099398997879919487	0.099398997879919487	0.099398997879919487	0.099398997879919487	0.099398997879919487	0.099398997879919487	0.099398997879919487	0.099398997879919487	0.099398997879919487	0.099398997879919487	0.099398997879919487	0.099398997879919487	0.099398997879919487	0.099398997879919487	0.099398997879919487	0.099398997879919487
195000	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	0.1860339217542171	1.3799987454757243	1.3799987454757243	0.17834333280605785	0.17834333280605785	0.17834333280605785	0.17834333280605785	0.17834333280605785	0.17834333280605785	0.17834333280605785	0.17834333280605785	0.17834333280605785	0.17834333280605785	0.17834333280605785	0.17834333280605785	0.17834333280605785	0.17834333280605785	0.053311825251860338	0.053311825251860338	0.053311825251860338	0.053311825251860338	0.053311825251860338	0.053311825251860338	0.053311825251860338	0.053311825251860338	0.053311825251860338	0.053311825251860338	0.053311825251860338	0.053311825251860338	0.053311825251860338	0.053311825251860338	0.053311825251860338	0.053311825251860338	0.053311825251860338	-1.1939648237215073	-1.1939648237215073	0.0076905889481592438	0.0076905889481592438	0.0076905889481592438	0.0076905889481592438	0.0076905889481592438	0.0076905889481592438	0.0076905889481592438	0.0076905889481592438	0.0076905889481592438	0.0076905889481592438	0.0076905889481592438	0.0076905889481592438	0.0076905889481592438	0.0076905889481592438	0.13272209650235675	0.13272209650235675	0.13272209650235675	0.13272209650235675	0.13272209650235675	0.13272209650235675	0.13272209650235675	0.13272209650235675	0.13272209650235675	0.13272209650235675	0.13272209650235675	0.13272209650235675	0.13272209650235675	0.13272209650235675	0.13272209650235675	0.13272209650235675	0.13272209650235675
196000	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.15433463264517702	0.90335462001997546	0.90335462001997546	0.22465209741008832	0.22465209741008832	0.22465209741008832	0.22465209741008832	0.22465209741008832	0.22465209741008832	0.22465209741008832	0.22465209741008832	0.22465209741008832	0.22465209741008832	0.22465209741008832	0.22465209741008832	0.22465209741008832	0.22465209741008832	0.074570870661298055	0.074570870661298055	0.074570870661298055	0.074570870661298055	0.074570870661298055	0.074570870661298055	0.074570870661298055	0.074570870661298055	0.074570870661298055	0.074570870661298055	0.074570870661298055	0.074570870661298055	0.074570870661298055	0.074570870661298055	0.074570870661298055	0.074570870661298055	0.074570870661298055	-0.74901998737479847	-0.74901998737479847	-0.070317464764911297	-0.070317464764911297	-0.070317464764911297	-0.070317464764911297	-0.070317464764911297	-0.070317464764911297	-0.070317464764911297	-0.070317464764911297	-0.070317464764911297	-0.070317464764911297	-0.070317464764911297	-0.070317464764911297	-0.070317464764911297	-0.070317464764911297	0.079763761983878967	0.079763761983878967	0.079763761983878967	0.079763761983878967	0.079763761983878967	0.079763761983878967	0.079763761983878967	0.079763761983878967	0.079763761983878967	0.079763761983878967	0.079763761983878967	0.079763761983878967	0.079763761983878967	0.079763761983878967	0.079763761983878967	0.079763761983878967	0.079763761983878967
197000	0.23156859685028364	0.23156859685028364	0.23156859685028364	0.23156859685028364	0.23156859685028364	0.23156859685028364	0.23156859685028364	0.23156859685028364	0.10530295941883176	0.10530295941883176	0.10530295941883176	0.10530295941883176	0.10530295941883176	0.10530295941883176	0.10530295941883176	0.10530295941883176	0.10530295941883176	0.10530295941883176	0.10530295941883176	0.13796354031927405	0.13796354031927405	0.13796354031927405	0.13796354031927405	0.13796354031927405	0.13796354031927405	0.13796354031927405	0.13796354031927405	0.13796354031927405	0.13796354031927405	0.13796354031927405	0.13796354031927405	0.13796354031927405	0.13796354031927405	1.1315380800086066	1.1315380800086066	0.24645411633014927	0.24645411633014927	0.24645411633014927	0.24645411633014927	0.24645411633014927	0.24645411633014927	0.24645411633014927	0.24645411633014927	0.24645411633014927	0.24645411633014927	0.24645411633014927	0.24645411633014927	0.24645411633014927	0.24645411633014927	0.060227544047962371	0.060227544047962371	0.060227544047962371	0.060227544047962371	0.060227544047962371	0.060227544047962371	0.060227544047962371	0.060227544047962371	0.060227544047962371	0.060227544047962371	0.060227544047962371	0.060227544047962371	0.060227544047962371	0.060227544047962371	0.060227544047962371	0.060227544047962371	0.060227544047962371	-0.89996948315832292	-0.89996948315832292	-0.014885519479865633	-0.014885519479865633	-0.014885519479865633	-0.014885519479865633	-0.014885519479865633	-0.014885519479865633	-0.14115115691131752	-0.14115115691131752	-0.14115115691131752	-0.14115115691131752	-0.14115115691131752	-0.14115115691131752	-0.14115115691131752	-0.14115115691131752	0.045075415370869391	0.045075415370869391	0.045075415370869391	0.077735996271311669	0.077735996271311669	0.077735996271311669	0.077735996271311669	0.077735996271311669	0.077735996271311669	0.077735996271311669	0.077735996271311669	0.077735996271311669	0.077735996271311669	0.077735996271311669	0.077735996271311669	0.077735996271311669	0.077735996271311669
198000	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	0.17863328197470815	1.0911044163771639	1.0911044163771639	0.21266565689226169	0.21266565689226169	0.21266565689226169	0.21266565689226169	0.21266565689226169	0.21266565689226169	0.21266565689226169	0.21266565689226169	0.21266565689226169	0.21266565689226169	0.21266565689226169	0.21266565689226169	0.21266565689226169	0.21266565689226169	0.21266565689226169	0.031421408260852601	0.031421408260852601	0.031421408260852601	0.031421408260852601	0.031421408260852601	0.031421408260852601	0.031421408260852601	0.031421408260852601	0.031421408260852601	0.031421408260852601	0.031421408260852601	0.031421408260852601	0.031421408260852601	0.031421408260852601	0.031421408260852601	0.031421408260852601	-0.91247113440245575	-0.91247113440245575	-0.034032374917553537	-0.034032374917553537	-0.034032374917553537	-0.034032374917553537	-0.034032374917553537	-0.034032374917553537	-0.034032374917553537	-0.034032374917553537	-0.034032374917553537	-0.034032374917553537	-0.034032374917553537	-0.034032374917553537	-0.034032374917553537	-0.034032374917553537	-0.034032374917553537	0.14721187371385555	0.14721187371385555	0.14721187371385555	0.14721187371385555	0.14721187371385555	0.14721187371385555	0.14721187371385555	0.14721187371385555	0.14721187371385555	0.14721187371385555	0.14721187371385555	0.14721187371385555	0.14721187371385555	0.14721187371385555	0.14721187371385555	0.14721187371385555
199000	0.29531861856704555	0.29531861856704555	0.29531861856704555	0.29531861856704555	0.29531861856704555	0.29531861856704555	0.29531861856704555	0.11370894208541241	0.11370894208541241	0.11370894208541241	0.11370894208541241	0.11370894208541241	0.11370894208541241	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.19137224912646272	0.63491924461165039	0.63491924461165039	1.4901263586910252	1.4901263586910252	0.18708204703984352	0.18708204703984352	0.18708204703984352	0.18708204703984352	0.18708204703984352	0.18708204703984352	0.18708204703984352	0.18708204703984352	0.18708204703984352	0.18708204703984352	0.18708204703984352	0.18708204703984352	0.18708204703984352	0.18708204703984352	0.031993670199625159	0.031993670199625159	0.031993670199625159	0.031993670199625159	0.031993670199625159	0.031993670199625159	0.031993670199625159	0.031993670199625159	0.031993670199625159	0.031993670199625159	0.031993670199625159	0.031993670199625159	0.031993670199625159	0.031993670199625159	0.031993670199625159	0.031993670199625159	0.031993670199625159	-1.1948077401239796	-1.1948077401239796	0.10823657152720204	0.10823657152720204	0.10823657152720204	0.10823657152720204	0.10823657152720204	-0.073373104954431112	-0.073373104954431112	-0.073373104954431112	-0.073373104954431112	-0.073373104954431112	-0.073373104954431112	0.0042902020866192048	0.0042902020866192048	0.0042902020866192048	0.15937857892683757	0.15937857892683757	0.15937857892683757	0.15937857892683757	0.15937857892683757	0.15937857892683757	0.15937857892683757	0.15937857892683757	0.15937857892683757	0.15937857892683757	0.15937857892683757	0.15937857892683757	0.15937857892683757	0.15937857892683757	0.15937857892683757	0.60292557441202521	0.60292557441202521
